year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,sale_date,sale_time
2005,Nissan,Titan,SE,Crew Cab,Automatic,1n6aa07a15n508002,AZ,19,83041,Gold,Gray,remarketing by ge/manheim phoenix,9550,9600,2015-02-12,03:00:00
2013,Porsche,Boxster,S,Convertible,Manual,wp0cb2a84ds132440,CA,49,6257,Red,Black,eurocar,56300,56500,2015-02-12,04:00:00
2011,Toyota,Tacoma,Base,Regular Cab,Manual,5tfnx4cn5bx003938,GA,25,60998,Gray,Gray,world omni financial corporation,11650,8900,2015-02-12,02:00:00
2011,Toyota,Tundra,Tundra FFV,Crewmax Cab,Automatic,5tfdw5f15bx193723,TX,23,71781,Black,—,capital one auto finance,25700,23250,2015-02-12,04:00:00
2013,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdp7aj2dm418685,GA,36,51609,Black,Black,avis corporation,9850,9500,2015-02-12,02:00:00
2014,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg3er214931,TX,44,37898,White,—,avis corporation,17500,18300,2015-02-13,02:30:00
2013,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg5dr629831,FL,37,65343,Black,Black,the hertz corporation,13700,13500,2015-02-13,03:20:00
2012,Fiat,500,Sport,Hatchback,Manual,3c3cffbr3ct348025,NV,42,16708,Red,Black,prestige chrysler jeep dodge,9425,10000,2015-02-13,03:45:00
2005,Gmc,Yukon,Fleet,SUV,Automatic,1gkek13t95j124768,PA,28,102959,—,Beige,r hollenshead auto sales inc,9550,8200,2015-02-13,01:00:00
2012,Jeep,Liberty,Sport,SUV,Automatic,1c4pjmakxcw107738,PA,32,32394,Gray,Gray,hann financial services,15350,14400,2015-02-13,01:00:00
2007,Nissan,Sentra,2,Sedan,Automatic,3n1ab61e57l603182,FL,19,130677,Red,Gray,lease & rental management,3500,3600,2015-02-13,02:30:00
2004,Nissan,Xterra,XE,SUV,Automatic,5n1ed28t74c662193,NV,25,113345,Black,Gray,courtesy mitsubishi mazda kia,3725,4700,2015-02-13,03:45:00
2002,Volkswagen,New Beetle,GLS 1.8T,Hatchback,Automatic,3vwcd21c02m431232,FL,34,80460,Orange,Black,tmt auto wholesale inc,3000,4000,2015-02-13,01:30:00
2011,Buick,Enclave,CXL1,SUV,Automatic,5gakrbed7bj305452,NC,35,29430,Beige,Beige,fiserv/usb dealer services northstar exchange,22400,20600,2015-02-17,01:15:00
2013,Chevrolet,Equinox,LT,SUV,Automatic,2gnaldek5d6305026,NC,27,39004,Silver,Black,lease plan usa,16450,15300,2015-02-17,01:15:00
2007,Chevrolet,Impala,LS,Sedan,Automatic,2g1wb58k079372812,TX,43,94255,Red,Gray,dt credit corporation,5150,6200,2015-02-17,03:00:00
2015,Chevrolet,Tahoe,LT,SUV,Automatic,1gnscbkc6fr156252,FL,4,17325,White,Black,enterprise veh exchange/rental,42000,42200,2015-02-17,01:30:00
2005,Ford,Explorer,XLT,SUV,Automatic,1fmzu73e95uc01113,OH,25,128518,Gray,Beige,credit acceptance corp/vrs/southfield,2525,2000,2015-02-17,04:00:00
2013,Ford,F-150,FX4,SuperCrew,Automatic,1ftfw1ef9dkd64939,MO,45,13314,Black,Black,ford motor credit company llc,35700,33500,2015-02-17,03:00:00
2011,Ford,F-150,SVT Raptor,SuperCrew,Automatic,1ftfw1r64bfc78647,OH,38,29578,Blue,Black,u s auto importing & sales,40500,39500,2015-02-17,01:30:00
2014,Ford,F-150,XL,Regular Cab,Automatic,1ftnf1cf9ekd21024,MO,36,11629,Blue,Gray,u-haul technical center,18100,17600,2015-02-17,03:00:00
2006,Ford,F-150,XL,Supercab,Automatic,1ftrx14w26nb57595,NC,26,172858,Red,Gray,ari,1925,2200,2015-02-17,00:30:00
2006,Ford,Five Hundred,Limited,Sedan,Automatic,1fahp25186g158068,GA,28,123470,Burgundy,Beige,capital one auto finance,4025,4000,2015-02-17,01:30:00
2001,Ford,Mustang,Base,Coupe,Manual,1fafp40431f103756,GA,19,227653,Black,Gray,frantz auto brokers llc,925,1100,2015-02-17,05:10:00
2005,Ford,Ranger,FX4 Level II,Supercab,Automatic,1ftzr45e25pa08348,MA,25,105985,Black,Black,imperial chrysler dodge jeep corp,8150,6150,2015-02-17,02:00:00
2007,Honda,Odyssey,EX,Minivan,Automatic,5fnrl38477b116167,CA,36,82051,Blue,Gray,tycon enterprises,8025,11500,2015-02-17,04:30:00
2011,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae3bh023029,TX,31,95296,Beige,Tan,fiserv/crescent bank & trust,6550,7800,2015-02-17,02:30:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap3cm626106,CA,39,65762,Black,Black,nissan infiniti lt,16500,18500,2015-02-17,04:30:00
2014,Jeep,Grand Cherokee,Laredo,SUV,Automatic,1c4rjfag7ec146047,NC,41,30295,White,Tan,wheels exchange llc,24500,25300,2015-02-17,01:15:00
2015,Kia,Sorento,LX,SUV,Automatic,5xyktca67fg585487,OH,5,9237,Gray,Black,kia motors america  inc,21000,21100,2015-02-17,01:30:00
2014,Kia,Soul,+,Wagon,Automatic,kndjp3a56e7726293,CA,49,9425,Green,Black,kia motors america  inc,14300,15500,2015-02-17,04:30:00
2011,Mazda,Mazda3,s Sport,Sedan,Automatic,jm1bl1u50b1470960,FL,36,33123,Gray,Black,jpmorgan chase bank n.a.,10650,10200,2015-02-17,01:30:00
2005,Mitsubishi,Galant,SE,Sedan,Automatic,4a3ab36f15e071159,TX,33,179950,Silver,Black,dt credit corporation,975,2900,2015-02-17,03:00:00
2014,Mitsubishi,Outlander Sport,ES,SUV,Automatic,4a4ap3au5ee019049,TX,39,21813,Black,Black,fiserv/regions bank,13600,13700,2015-02-17,02:30:00
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2apxcc133473,FL,19,36246,White,Black,nissan-infiniti lt,11900,12200,2015-02-17,01:30:00
2013,Nissan,Rogue,S,SUV,Automatic,jn8as5mt1dw504841,GA,49,13233,Gray,Gray,contemporary auto sales,15550,16000,2015-02-17,01:30:00
2007,Saturn,Aura,XR,Sedan,Automatic,1g8zv577x7f202497,IL,26,85250,Silver,Black,santander consumer,4975,4600,2015-02-17,02:00:00
2006,Suzuki,Grand Vitara,Base,SUV,Automatic,js3td941564103510,FL,26,192797,Burgundy,Black,westfall auto sales,3100,3000,2015-02-17,08:00:00
2014,Toyota,Camry,SE,Sedan,Automatic,4t1bf1fk6eu414157,FL,44,12551,Silver,Black,toyota motor sales usa inc/program,16750,16600,2015-02-17,01:30:00
2009,Toyota,Sienna,LE 7-Passenger,Minivan,Automatic,5tdzk23c99s279722,GA,19,177509,White,Gray,santander consumer,6275,7500,2015-02-17,01:30:00
2006,Volkswagen,New Beetle,2.5,Convertible,Automatic,3vwrf31y36m333517,IL,19,100012,White,—,santander consumer,3725,3400,2015-02-17,02:00:00
2013,Volvo,S60,T5,Sedan,Automatic,yv1612fs8d2178660,FL,35,18445,Black,Beige,volvo car financial service/world omni,18300,18000,2015-02-17,01:30:00
2013,Chevrolet,Captiva Sport,LT Fleet,SUV,Automatic,3gnal3ekxds612879,CA,38,61702,Silver,Black,the hertz corporation,12150,12300,2015-02-18,04:40:00
2012,Chevrolet,Equinox,LT,SUV,Automatic,2gnfleek3c6399871,TN,49,74804,Silver,Gray,hutch chevrolet buick gmc inc,13500,14000,2015-02-18,02:30:00
2007,Chevrolet,Suburban,1500 LS,SUV,Automatic,3gnfk16367g266471,CO,43,105003,Gray,Gray,federal asset remarketing services,13750,14400,2015-02-18,04:00:00
2009,Chevrolet,Tahoe,LTZ,SUV,Automatic,1gnfc33009r101084,PA,37,81164,Black,Gray,bobby rahal volvo jaguar land rover,21100,21100,2015-02-18,01:00:00
2013,Dodge,Dart,SE,Sedan,Automatic,1c3cdfaa3dd226094,PA,43,35313,Black,Black,exceptional motorcars ltd,9050,9800,2015-02-18,01:00:00
2012,Ford,E-Series Van,E-150,E-Series Van,Automatic,1ftne1ew5cda70150,WI,38,63999,White,Gray,union leasing exchange llc,15100,15100,2015-02-18,02:00:00
2004,Ford,Explorer Sport Trac,Adrenalin,Crew Cab,Automatic,1fmzu77k64uc21284,FL,19,111540,Beige,Tan,chrysler capital,7300,4200,2015-02-18,01:05:00
2012,Gmc,Sierra 1500,SLE,Crew Cab,Automatic,3gtp1ve02cg105320,FL,31,36574,White,Black,remarketing by ge/fc leasing,24300,24600,2015-02-18,01:00:00
2007,Honda,CR-V,EX-L,SUV,Automatic,jhlre48747c071148,VA,28,118879,Silver,Gray,city national bank,9550,8000,2015-02-18,01:30:00
2011,Honda,Pilot,EX-L,SUV,Automatic,5fnyf4h53bb033037,WI,23,101747,Black,Gray,napletons river oaks honda,15400,14900,2015-02-18,02:00:00
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac9dh671630,CO,41,53537,Burgundy,Tan,avis corporation,11500,11500,2015-02-18,03:45:00
2014,Kia,Forte,LX,Sedan,Automatic,knafx4a65e5094979,MO,37,36719,White,Black,avis corporation,11300,11000,2015-02-18,03:15:00
2014,Kia,Optima,LX,Sedan,Automatic,5xxgm4a71eg349597,WI,44,11894,Burgundy,Beige,kia motors america  inc,15700,14700,2015-02-18,02:00:00
2006,Lexus,IS 350,Base,Sedan,Automatic,jthbe262x62002462,PA,14,132220,Gray,Gray,td auto finance,9450,6000,2015-02-18,01:30:00
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap6cn524981,WA,23,67193,Black,Black,nissan motor acceptance corporation,9975,10000,2015-02-18,05:15:00
2012,Nissan,Altima,2.5 S,Coupe,Automatic,1n4al2ep7cc171270,MO,24,16953,Gray,Black,nissan-infiniti lt,14750,11000,2015-02-18,02:30:00
2002,Nissan,Maxima,SE,Sedan,Automatic,jn1da31d42t202569,CA,25,125264,Gray,Silver,lease remarketing services inc,2400,3100,2015-02-18,04:30:00
2012,Chevrolet,Avalanche,LT,Crew Cab,Automatic,3gnmcfe09cg212133,FL,37,30957,Silver,Black,sullivan cadillac,27500,28500,2015-02-19,02:15:00
2014,Chevrolet,Cruze,2LT,Sedan,Automatic,1g1pe5sb3e7119082,CA,27,36024,Red,Beige,avis corporation,12850,12500,2015-02-19,03:30:00
2006,Chevrolet,Malibu,LT,Sedan,Automatic,1g1zt51856f124814,CA,26,102716,Blue,Black,hertz remarketing,3975,3600,2015-02-19,12:00:00
2013,Chevrolet,Silverado 1500,LT,Crew Cab,Automatic,3gcpkse7xdg198999,MI,5,26255,White,Black,kevins marysville auto sales inc,28100,27600,2015-02-19,01:30:00
2014,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg2er437963,PA,4,9885,Black,Black,enterprise holdings/gdp,20400,20800,2015-02-19,01:30:00
2014,Chrysler,Town and Country,Touring,Minivan,Automatic,2c4rc1bg3er400162,PA,4,28720,Blue,Black,u save car & truck renta,18550,18400,2015-02-19,01:30:00
2014,Ford,Edge,SEL,SUV,Automatic,2fmdk4jc9eba78998,TN,49,8944,—,Gray,avis budget group,23600,23900,2015-02-19,03:00:00
2008,Ford,Escape,Limited,SUV,Automatic,1fmcu94148kc83071,AZ,27,85999,Black,Black,earnhardt,9375,10000,2015-02-19,03:00:00
2011,Ford,F-150,FX4,SuperCrew,Automatic,1ftfw1ef3bfc35956,MI,47,60020,Black,Black,automobiles paille inc,24800,24700,2015-02-19,01:30:00
2014,Ford,Mustang,V6,Coupe,Automatic,1zvbp8am7e5229612,AZ,42,30894,Blue,Black,avis corporation,18550,18300,2015-02-19,03:30:00
2011,Gmc,Sierra 1500,SLE,Extended Cab,Automatic,1gtr2ve30bz119327,MN,26,115113,White,Black,select lane,15550,14600,2015-02-19,02:30:00
2012,Honda,Accord,EX V-6,Sedan,Automatic,1hgcp3f76ca005511,IL,28,32679,White,Tan,ahfc/honda lease trust/hvt  inc. eot,14450,14000,2015-02-19,02:00:00
2012,Infiniti,G Sedan,G25x,G Sedan,Automatic,jn1dv6ar2cm730673,IL,39,29321,Black,Black,nissan infiniti lt,17900,17800,2015-02-19,02:00:00
2014,Lincoln,MKZ,Base,Sedan,Automatic,3ln6l2gk0er825947,TN,46,33707,Silver,Black,avis budget group,22200,22600,2015-02-19,03:00:00
2014,Mazda,Mazda5,Sport,Minivan,Automatic,jm1cw2bl1e0168011,MI,44,15594,White,Tan,mazda motors of america inc.,14150,15100,2015-02-19,01:30:00
2006,Mazda,Mazda6,s,Sedan,Automatic,1yvhp80dx65m67738,CA,28,137979,Gray,Gray,gosch ford,2925,3300,2015-02-19,04:00:00
2001,Nissan,Xterra,XE,SUV,Manual,5n1ed28y21c508918,VA,34,215311,Silver,Gray,onemain remarketing services,1275,1000,2015-02-19,01:20:00
2014,Bmw,4 Series,428i xDrive SULEV,Coupe,Automatic,wba3n9c57ek244733,NV,37,20397,Gray,Black,sixt rent a car,34000,35500,2015-02-20,04:00:00
2015,Chevrolet,Tahoe,LTZ,SUV,Automatic,1gnskckc4fr125848,PA,41,15088,—,Black,r hollenshead auto sales inc,52200,51750,2015-02-20,09:00:00
2009,Ford,Mustang,GT Premium,Coupe,Automatic,1zvht82h895129127,PA,34,81832,White,Black,eastern auto trading inc,10800,11300,2015-02-20,01:15:00
2011,Honda,Pilot,EX-L,SUV,Automatic,5fnyf4h55bb072924,PA,42,74275,Black,Gray,west street motors llc,18250,18900,2015-02-20,09:00:00
2013,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdh4ae6du759127,PA,43,6170,Red,Beige,hyundai motor finance,13050,13400,2015-02-20,09:00:00
2013,Toyota,RAV4,LE,SUV,Automatic,2t3bfrev3dw025377,FL,4,59795,Red,—,the hertz corporation,16800,16800,2015-02-20,01:50:00
2007,Isuzu,i-Series,i-290 LS,Extended Cab,Automatic,1ggcs199878703189,NC,19,98179,Black,Gray,fred anderson toyota/scion,5050,4900,2015-02-23,01:00:00
2002,Jeep,Liberty,Limited,SUV,Automatic,1j4gl58k42w259870,NC,35,155663,Silver,Gray,credit acceptance corp/vrs/southfield,2825,2500,2015-02-23,01:30:00
2011,Bmw,3 Series,328i,Sedan,Automatic,wbaph7g50bnm58870,FL,27,56752,White,Beige,fiserv/global lending services,16400,16200,2015-02-24,01:30:00
2002,Buick,Century,Custom,Sedan,Automatic,2g4ws52j321255008,CA,29,89317,Gold,Beige,tdaf remarketing,2650,3600,2015-02-24,04:30:00
2005,Chrysler,Crossfire,Limited,Convertible,Automatic,1c3an65l35x058733,FL,23,36290,Black,Gray,napleton's clermont chrysler jeep dodge,8400,7600,2015-02-24,01:00:00
2014,Ford,Edge,Sport,SUV,Automatic,2fmdk3ak6eba62873,GA,5,23061,Black,Black,budget rac of atlanta,29600,28500,2015-02-24,01:30:00
2013,Ford,Edge,SEL,SUV,Automatic,2fmdk3jc1dbc33696,IL,49,20539,Brown,Black,ford motor credit company llc,23000,22400,2015-02-24,03:00:00
2013,Ford,F-150,XLT,Supercab,Automatic,1ftfx1ef5dfa36813,IL,49,8437,Gray,Gray,ford motor credit company llc,26400,26800,2015-02-24,03:00:00
2012,Honda,Accord,EX-L,Coupe,Automatic,1hgcs1b87ca006278,CA,25,31534,Black,Black,remarketing by ge/larry h miller-fleet lease,14600,13750,2015-02-24,04:00:00
1997,Honda,CR-V,Base,SUV,Automatic,jhlrd185xvc042587,MA,25,174606,Green,Gray,hertz remarketing,1500,1400,2015-02-24,01:30:00
2013,Honda,Fit,Base,Hatchback,Automatic,jhmge8h36dc013352,NC,44,37317,Silver,Gray,university ford inc,11600,12500,2015-02-24,01:30:00
2011,Hyundai,Accent,GLS,Sedan,Automatic,kmhcn4acxbu605178,MD,4,50478,Silver,Gray,all car leasing inc,6425,6900,2015-02-24,01:30:00
2002,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdn45dx2u455533,MA,19,175271,Red,Tan,prestige auto mart inc,950,650,2015-02-24,02:00:00
2012,Jeep,Grand Cherokee,Laredo,SUV,Automatic,1c4rjfag9cc105125,OH,43,34476,Black,Black,fiserv/usb dealer services northstar exchange,23100,25300,2015-02-24,01:30:00
2012,Lincoln,MKX,Base,SUV,Automatic,2lmdj6jk7cbl03670,OH,46,39401,White,Beige,ford motor credit company llc,23000,21500,2015-02-24,01:00:00
2005,Mazda,Mazda3,SP23 Special Edition,Sedan,Automatic,jm1bk323151295817,TN,21,110029,Gray,Black,dt inventory,3425,3900,2015-02-24,02:30:00
2001,Mercedes-Benz,E-Class,E320 4MATIC,Sedan,Automatic,wdbjf82j21x044970,MD,41,115213,—,Black,carbiz,3125,2500,2015-02-24,01:30:00
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap7cc138663,FL,32,37095,Black,Black,nissan-infiniti lt,12050,11800,2015-02-24,01:30:00
2015,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al3ap8fn311380,TN,2,22837,—,Black,enterprise vehicle exchange/franklin,16250,14100,2015-02-24,02:00:00
2005,Toyota,Camry,LE,Sedan,Automatic,4t1be30k05u561386,GA,19,195990,Gray,Gray,capital one auto finance,3175,2600,2015-02-24,01:30:00
2009,Toyota,Corolla,S,Sedan,Automatic,1nxbu40e89z130657,MA,26,94052,Silver,Black,elmwood chrysler dodge jeep ram,7600,7400,2015-02-24,02:00:00
2012,Volkswagen,Passat,S PZEV,Sedan,Automatic,1vwap7a33cc106671,CA,3,61657,Gray,Black,hertz damaged liquidation,8900,6000,2015-02-24,05:00:00
2012,Acura,TL,Advance Package,Sedan,Automatic,19uua8f76ca004829,TX,45,75317,Black,Black,hopper motorplex inc,19950,20000,2015-02-25,02:15:00
2005,Chevrolet,Cobalt,LT,Sedan,Automatic,1g1az54f157562048,TN,19,188992,Black,Tan,hertz remarketing,625,1400,2015-02-25,02:30:00
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,Automatic,2g1wc5e3xe1104999,CO,48,33448,White,Black,enterprise veh exchange/rental,14200,14000,2015-02-25,03:15:00
2012,Chevrolet,Malibu,LS Fleet,Sedan,Automatic,1g1za5eu8cf155550,FL,43,84588,White,Black,westfall auto sales,8625,9400,2015-02-25,01:30:00
2009,Chevrolet,Malibu,LT1,Sedan,Automatic,1g1zh57b394203743,NC,34,107250,Gray,Gray,bryan honda,6450,6400,2015-02-25,02:00:00
2012,Fiat,500,Sport,Hatchback,Automatic,3c3cffbr1ct358116,WA,37,35019,Blue,Black,dollar rac/seattle,8525,9400,2015-02-25,04:55:00
2014,Ford,E-Series Van,E-150,E-Series Van,Automatic,1ftne1ew4edb03593,NJ,45,12202,White,Gray,ars/enterprise,20200,21800,2015-02-25,01:00:00
2014,Ford,E-Series Van,E-250,E-Series Van,Automatic,1ftne2ew4eda13804,NJ,35,11756,White,Gray,u-haul,21600,22400,2015-02-25,01:30:00
2005,Ford,Five Hundred,SEL,Sedan,Automatic,1fahp24155g187091,CA,28,111256,Gray,Gray,west coast acceptance,3050,2700,2015-02-25,04:30:00
2011,Ford,Focus,SES,Sedan,Automatic,1fahp3gn0bw108240,MN,2,113664,Black,Black,capital one auto finance,5100,6000,2015-02-25,02:30:00
2014,Ford,Fusion,SE,Sedan,Automatic,3fa6p0hd3er208786,MO,42,37152,Black,Tan,ars/avis budget group,15150,15600,2015-02-25,02:00:00
2011,Gmc,Sierra 2500HD,SLE,Crew Cab,Automatic,1gt120c83bf124702,UT,35,116600,Red,Black,excell auto center,25200,25200,2015-02-25,03:30:00
2012,Honda,Civic,EX,Sedan,Automatic,2hgfb2f82ch326333,NJ,26,33079,Black,Gray,ahfc/honda lease trust/hvt  inc. eot,12100,10900,2015-02-25,01:30:00
2012,Jeep,Wrangler,Rubicon,SUV,Manual,1c4bjwcg1cl118062,MO,49,27034,Red,Black,ford-lincoln dealer program,25900,26000,2015-02-25,02:00:00
2014,Kia,Rio,LX,Sedan,Manual,knadm4a34e6364235,CA,41,35273,Red,Beige,santander consumer,10250,11000,2015-02-25,16:00:00
2009,Kia,Sportage,LX,SUV,Manual,kndjf724097659423,NY,19,84230,Gray,Black,par north america,6225,4400,2015-02-25,02:00:00
2004,Mercedes-Benz,C-Class,C230,Hatchback,Automatic,wdbrn40j54a590896,CA,29,71514,Silver,Gray,skyhigh remarketing inc,4575,5750,2015-02-25,04:00:00
2001,Mercedes-Benz,S-Class,S430,Sedan,Automatic,wdbng70j11a136781,NJ,37,77641,Silver,Gray,autolenders liquidation center,4750,5000,2015-02-25,01:30:00
2008,Nissan,Rogue,SL,SUV,Automatic,jn8as58tx8w023793,CA,24,52892,White,Gray,hoehn motors inc,10200,10500,2015-02-25,04:30:00
2013,Nissan,Sentra,SV,Sedan,Automatic,3n1ab7ap3dl786407,MO,44,13092,Black,Black,nissan motor acceptance corporation,12550,12800,2015-02-25,02:30:00
2012,Ram,1500,ST,Quad Cab,Automatic,1c6rd6ft3cs242295,TN,37,35916,Gray,—,remarketing by ge/flagship credit acceptance,18850,19700,2015-02-25,02:30:00
2012,Toyota,Corolla,LE,Sedan,Automatic,2t1bu4eexcc805006,NJ,35,46231,Black,Gray,toyota financial services,10150,9900,2015-02-25,01:30:00
2007,Bmw,3 Series,328i,Sedan,Automatic,wbava37567nl17300,FL,2,86388,Black,Tan,miscellaneous marshalling-manheim lakeland,9000,7500,2015-02-26,07:30:00
2012,Bmw,5 Series,528i,Sedan,Automatic,wbaxg5c5xcdw66405,CA,46,43558,Gray,Black,financial services remarketing (lease),26700,26000,2015-02-26,04:30:00
2006,Bmw,7 Series,750Li,Sedan,Automatic,wbahn83586dt63140,CA,21,123711,White,Black,wells fargo dealer services,7550,5900,2015-02-26,04:00:00
2007,Chevrolet,Equinox,LS,SUV,Automatic,2cndl13f576101885,FL,19,100944,Black,Tan,courtesy toyota of brandon,5350,4400,2015-02-26,08:20:00
2012,Chevrolet,Malibu,LT,Sedan,Automatic,1g1zc5e04cf271755,MI,48,50053,Red,Black,gm financial,10350,11500,2015-02-26,01:30:00
2009,Chevrolet,Silverado 1500,Work Truck,Extended Cab,Automatic,1gcek19039z258823,TX,32,106283,White,Gray,donlen corporation,11650,11000,2015-02-26,03:00:00
2011,Dodge,Avenger,Express,Sedan,Automatic,1b3bd4fb3bn545307,IN,24,121642,Black,Black,santander consumer,5425,4800,2015-02-26,02:10:00
2007,Dodge,Caliber,SXT,Wagon,Automatic,1b3hb48b57d540538,NV,38,89428,Silver,Gray,centennial hyundai,4100,4600,2015-02-26,03:45:00
2007,Dodge,Dakota,ST,Quad Cab,Automatic,1d7he28kx7s208526,GA,31,93925,Red,Gray,cameron motor sports,5600,7900,2015-02-26,02:00:00
2011,Ford,F-150,XL,SuperCrew,Automatic,1ftfw1ef2bkd71051,TX,39,108016,White,Gray,donlen corporation,15650,15100,2015-02-26,03:00:00
2008,Ford,F-150,XLT,SuperCrew,Automatic,1ftpw14v18fb87217,MI,38,47938,Black,Gray,runde chevrolet inc,18050,17600,2015-02-26,01:30:00
2013,Ford,Fiesta,SE,Sedan,Automatic,3fadp4bj0dm159281,CA,2,22267,Silver,Black,ford motor credit company llc pd,9825,8300,2015-02-26,04:30:00
2012,Ford,Focus,SE,Sedan,Automatic,1fahp3f23cl434916,TX,32,36902,—,Black,ford motor credit company llc,9675,10900,2015-02-26,02:30:00
2014,Ford,Fusion,SE,Sedan,Automatic,3fa6p0h72er278712,AZ,39,31387,Red,Black,avis corporation,14600,15000,2015-02-26,03:30:00
2001,Ford,Taurus,LX,Sedan,Automatic,1fafp52u61a151963,CA,26,166132,Gold,Beige,hertz remarketing,775,700,2015-02-26,04:00:00
2004,Gmc,Envoy,SLT,SUV,Automatic,1gkds13s242238039,SC,35,108938,Silver,Tan,primeritus remarketing/davis wholesale outlet,3900,5900,2015-02-26,01:30:00
2014,Gmc,Terrain,SLE-1,SUV,Automatic,2gkflvek0e6345525,MI,5,16430,Gray,Black,stratford hyundai,21900,21400,2015-02-26,01:30:00
2009,Honda,Fit,Sport,Hatchback,Automatic,jhmge88439c002518,FL,24,67112,White,Black,first investors servicing corp,8400,7900,2015-02-26,01:35:00
2013,Hyundai,Elantra,GLS,Sedan,Automatic,5npdh4ae7dh265275,FL,43,37111,Silver,Gray,the hertz corporation,11350,11500,2015-02-26,01:15:00
2011,Hyundai,Elantra,GLS,Sedan,Automatic,kmhdh4ae5bu095058,FL,41,28232,Gray,Gray,florida credit union,9675,10200,2015-02-26,05:25:00
2011,Infiniti,FX,FX35,SUV,Automatic,jn8as1mu4bm710844,CA,5,4982,Blue,Black,nissan infiniti lt,31600,32750,2015-02-26,04:30:00
2013,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap2dm712752,CA,38,17717,Black,Black,nissan infiniti lt,21800,21750,2015-02-26,04:30:00
2013,Mazda,Mazda3,i Sport,Sedan,Automatic,jm1bl1u74d1760610,IL,25,55922,Gray,Black,the hertz corporation,9900,10000,2015-02-26,02:30:00
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hbxdr266384,CA,35,22661,White,Beige,mercedes-benz financial services,22500,22250,2015-02-26,04:30:00
2012,Mercedes-Benz,E-Class,E350,Coupe,Automatic,wddkj5kb9cf141268,CA,36,43074,Black,Gray,mercedes-benz financial services,27200,27000,2015-02-26,04:30:00
2004,Mercury,Mountaineer,Luxury,SUV,Automatic,4m2zu86k84uj17756,FL,27,149119,Silver,Beige,nicholas financial inc/clearwater,2200,2000,2015-02-26,07:00:00
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap3bc862632,IN,48,45799,White,Tan,santander consumer,15500,15400,2015-02-26,02:10:00
2002,Pontiac,Grand Prix,GT,Sedan,Automatic,1g2wp52k52f267530,NY,23,117533,Blue,Gray,credit acceptance corp/vrs/southfield,1675,1500,2015-02-26,01:15:00
2006,Toyota,Sienna,LE 8-Passenger,Minivan,Automatic,5tdza23c36s415177,FL,22,125602,Gold,Gray,santander consumer,5250,4100,2015-02-26,01:35:00
2008,Volkswagen,New Beetle,S,Hatchback,Automatic,3vwrw31c48m500474,VA,37,72686,Red,Beige,brown's volkswagen suzuki,5650,7500,2015-02-26,01:05:00
2014,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,Automatic,1vwat7a32ec030293,GA,27,39092,Silver,Black,avis corporation,13900,13700,2015-02-26,01:30:00
2009,Chrysler,Sebring,Touring,Sedan,Automatic,1c3lc56b29n568751,PA,36,35112,White,Beige,wayne auto sales inc,7775,8300,2015-02-27,01:30:00
2012,Ford,Escape,XLT,SUV,Automatic,1fmcu9dg5cka11187,PA,47,85219,White,Black,usautoland inc,11950,10300,2015-02-27,01:00:00
2008,Ford,Explorer,XLT,SUV,Automatic,1fmeu73e68ua40593,PA,19,96973,Silver,Beige,remarketing by ge/manheim pennsylvania,7825,7800,2015-02-27,01:00:00
2014,Ford,Mustang,V6,Coupe,Automatic,1zvbp8am9e5304634,FL,44,18761,Silver,Beige,enterprise vehicle exchange/ars/coconut creek,17900,19200,2015-02-27,01:00:00
2006,Hummer,H3,Base,SUV,Automatic,5gtdn136068128234,PA,43,62892,Beige,Tan,eastern auto trading inc,12500,10500,2015-02-27,01:00:00
2014,Dodge,Journey,SXT,SUV,Automatic,3c4pdcbb5et180668,FL,4,21061,Charcoal,Black,hertz corporation/gdp,16400,16700,2015-03-02,04:30:00
1999,Honda,Accord,LX,Sedan,Automatic,1hgcg5640xa092684,FL,19,154929,Silver,Beige,autonation acura sanford,1675,1200,2015-03-02,16:00:00
2006,Bmw,5 Series,525i,Sedan,Automatic,wbane53546ck78643,FL,2,106209,Black,Beige,lexus of tampa bay,7525,6100,2015-03-03,01:15:00
2002,Chevrolet,Avalanche,1500,Crew Cab,Automatic,3gnek13t22g120478,OH,34,119362,White,Green,byers imports llc,6125,5900,2015-03-03,01:30:00
